--- TRAIN ---
Smoking_v8_frame540_jpg.rf.4d4d9c14ee720c7b1580d3fef2d0a507.txt: []
Smoking_v8_frame585_jpg.rf.60d3dfc93e1efd073a44ae8e9140fc9c.txt: []
Smoking_v8_frame585_jpg.rf.b1f936cbf08af2fcae6b7e0cce006baa.txt: []
Smoking_v8_frame780_jpg.rf.5a3daf007df207cd159490a3c79406e0.txt: []
Smoking_v8_frame780_jpg.rf.f0a68f696e7d5f31880a1793b776e13b.txt: []
Smoking_v9_frame15_jpg.rf.7079bc7a763ef9010237b85938c2a855.txt: []
Smoking_v9_frame15_jpg.rf.dc07217d0bc7097dd2591ba9306e9f04.txt: []
Smoking_v9_frame300_jpg.rf.4a51db5f01912ca264372d395ea26c0b.txt: []
Smoking_v9_frame300_jpg.rf.70abf936d839a8000b8e20d97d57c33e.txt: []
Smoking_v9_frame45_jpg.rf.965694da39a056e49f0893e64b783a10.txt: []
Smoking_v9_frame45_jpg.rf.cfd9828521966e3f9b3cf2563d7eaa89.txt: []
Smoking_v9_frame690_jpg.rf.807515e94c9d7d5ea5b52e8b4eca3652.txt: []
Smoking_v9_frame690_jpg.rf.f9a824a19a22128ec051d9dc994bd36c.txt: []
Smoking_v9_frame720_jpg.rf.615aa4c066702a4bc4f071906f7a40c6.txt: []
Smoking_v9_frame720_jpg.rf.821a19e00dbb52e667f76664395fd3d4.txt: []
Smoking_v9_frame810_jpg.rf.2b72d6650acfb71d7d637ead4b84cc31.txt: []
Smoking_v9_frame810_jpg.rf.43483c769829eb816fd7cc568b0d0f44.txt: []
--- VALID ---
Bottle_v10_jpg.rf.4151db086ebb10d2d092225ca2fed16b.txt: []
Bottle_v12_jpg.rf.5729861fec6ac2fb45c342152daf9c52.txt: []
Bottle_v7_jpg.rf.cc3f00b8b28f6ed96e66767296d6821d.txt: []
Cigarette_v10_jpg.rf.14b9d2bd38bb2031f591cc7d4ec2037e.txt: []
Cigarette_v13_jpg.rf.d0add9e13c32c43de6bd11046d8e7d0b.txt: []
Cigarette_v14_jpg.rf.57926f45d38a0f0491d110c0970d401e.txt: []
Cigarette_v17_jpg.rf.5ed759837832983fc15cf7a85561701b.txt: []
Cigarette_v30_jpg.rf.cc1be6966ccaecdcb426cab2da0367f6.txt: []
Cigarette_v32_jpg.rf.dbfbc40be71ed584219d4232ec214ecb.txt: []
Cigarette_v3_jpg.rf.ee20ab124055ad7bdc5e1c4370445ebb.txt: []
Cup_v12_jpg.rf.a49d873ff2c1ed1bd62685a1df03d66d.txt: []
Cup_v15_jpg.rf.d711155c655526134dca57b52139e28f.txt: []
Cup_v1_jpg.rf.7d2f3e8671137eeffddf275dcf64ecb9.txt: []
Cup_v22_jpg.rf.8d7835fbf3587cebc3acca4552e9c4c0.txt: []
Cup_v6_jpg.rf.8e90864f2564f1e950a51608d366f954.txt: []
Cup_v7_jpg.rf.2bf02be4aeb7431f617742d663b2fd49.txt: []
Drinking_v10_frame420_jpg.rf.5b6fab7fa54fa355f704f2052cfde9a1.txt: []
Drinking_v11_frame210_jpg.rf.aa6098681aa09476d20ff2bf333f7883.txt: ['drinking']
Drinking_v12_frame1035_jpg.rf.b45a8304f036910cba8bbcc292b1f005.txt: []
Drinking_v12_frame1110_jpg.rf.f681eb99b7feea2bf50164114b3595aa.txt: []
Drinking_v12_frame900_jpg.rf.f66b26b50c26dab2c4412a889ff60fa7.txt: []
Drinking_v1_frame180_jpg.rf.58aa454793fb98887a8ce2482d406e49.txt: ['drinking']
Drinking_v1_frame315_jpg.rf.9556eb97f9b310bcddb141663898a9f0.txt: []
Drinking_v1_frame360_jpg.rf.903c142ed96b3bb65df7e18e488b9732.txt: ['drinking']
Drinking_v1_frame45_jpg.rf.c2b4eabfc60d0dc607160c9c5b503f36.txt: ['drinking']
Drinking_v1_frame60_jpg.rf.66db00137cfc6e098a3f9bdbef884b5e.txt: ['drinking']
Drinking_v2_frame105_jpg.rf.bb9aff45f1cab0bbeab6fe86e215835e.txt: ['drinking']
Drinking_v3_frame45_jpg.rf.a6134a4d5684fb98f5ac136bf3b529fe.txt: ['drinking']
Drinking_v4_frame195_jpg.rf.8c7847a1395b69d8ddd75b830e291baf.txt: ['drinking']
Drinking_v4_frame465_jpg.rf.bea76fea3a653d2818e64304b1a3ed65.txt: ['drinking']
Drinking_v5_frame150_jpg.rf.88cc37c399a9710e611236be48487517.txt: []
Drinking_v7_frame270_jpg.rf.76553aec46ea5acb25ada4adccfcc01b.txt: ['drinking']
Drinking_v7_frame300_jpg.rf.a6302edd7cb97a35f0fe2690c377bb2d.txt: []
Drinking_v7_frame570_jpg.rf.fe12dec8d43e8edf169e5213be80709e.txt: ['drinking']
Drinking_v7_frame585_jpg.rf.819fa8e5a0d548a497591882323b4b8a.txt: []
Drinking_v7_frame645_jpg.rf.167c5e1b0021b0f4c33a07bbb9858aad.txt: ['drinking']
Drinking_v7_frame690_jpg.rf.dde25f86534b59e138e685cf72eabec3.txt: ['drinking']
Drinking_v8_frame0_jpg.rf.6befc3330f6e0a6d15201a7f5406e26b.txt: ['drinking', 'drinking']
Drinking_v8_frame390_jpg.rf.916e2f3e40d4aeaca7d326bc1a4a580e.txt: []
Drinking_v8_frame420_jpg.rf.f9678db957a08144b9bd14e25bb20995.txt: []
Drinking_v8_frame435_jpg.rf.aee12cf8d9baff340706118e263fd4e3.txt: []
Drinking_v8_frame450_jpg.rf.7a5bf6398482e0e1403e723d43dcc910.txt: []
Drinking_v8_frame495_jpg.rf.b9976d5791fa3db98139e1c47e80728d.txt: []
Drinking_v8_frame510_jpg.rf.e9622eb679c8714a4cec70a615535401.txt: []
Drinking_v8_frame570_jpg.rf.3ef2202da2da5e8521c37a438069ef31.txt: ['drinking']
Drinking_v8_frame585_jpg.rf.81d633bd7a68d8fd1da065f8f2543da3.txt: ['drinking']
Drinking_v9_frame300_jpg.rf.0377dcc2e8639e5b008cd5ff3f18cec0.txt: ['drinking']
Drinking_v9_frame495_jpg.rf.d52cd96e154342c4afc6a2ce75536c3b.txt: ['drinking']
Smoking_v10_frame660_jpg.rf.7e88d2f9eb14b2f0f56b5ec5d8660aad.txt: []
Smoking_v10_frame795_jpg.rf.0d70b30a14e9982031de28f6c9594e50.txt: []
Smoking_v1_frame180_jpg.rf.15a030f2526e6ad22a59ead7567d7dfd.txt: ['smoking']
Smoking_v1_frame45_jpg.rf.a9b41e9533fe5c77e66193a1e16dcb73.txt: []
Smoking_v2_frame510_jpg.rf.979f8115091bce40cde7f527f7e427f9.txt: []
Smoking_v3_frame780_jpg.rf.0c32474802c68d40c2506dbb43de43f9.txt: []
Smoking_v4_frame3210_jpg.rf.17e6156b8edbc811e163c9e6d4d46b4a.txt: []
Smoking_v4_frame3315_jpg.rf.3b695b5da36cc8835f1d2196439111a2.txt: ['smoking']
Smoking_v4_frame615_jpg.rf.2678ed91b8e49c5331f6568dd943b6ed.txt: ['smoking']
Smoking_v4_frame825_jpg.rf.73c5229d5839f6b86b34efa24f437cea.txt: []
Smoking_v5_frame450_jpg.rf.627b58dbeb84ffc74d3d7d521ae7e4c8.txt: []
Smoking_v5_frame600_jpg.rf.01e989824656f5e557565fc96317f75f.txt: []
Smoking_v7_frame510_jpg.rf.bdee1ad320e1609bc9e9a896fd566b81.txt: []
Smoking_v8_frame1185_jpg.rf.c8e6cf0cab61d9e9c039ea91c00a5c2d.txt: []
Smoking_v8_frame495_jpg.rf.0bcd4ef723af67ff0e6ef6426664905e.txt: ['smoking']
Smoking_v9_frame165_jpg.rf.b4e26b601a13d0a2ce115bbe4d1d79e3.txt: []
Smoking_v9_frame540_jpg.rf.cb8de599c8c04730147c1562c54f4e59.txt: []
--- TEST ---
Bottle_v4_jpg.rf.a50033fa84986d7d29ac4a97d3edd094.txt: []
Bottle_v6_jpg.rf.c4b4db409d788bccf1f9ff188af010f8.txt: []
Cigarette_v21_jpg.rf.da1f3ccf08879298d5a7c6b56f337d4c.txt: []
Cigarette_v8_jpg.rf.287810ed23beff818344669acb96438f.txt: []
Cup_v16_jpg.rf.4a2cae344db628fdb1a0450c771689f8.txt: []
Cup_v21_jpg.rf.3fd21fb330263135c85807caedcb482c.txt: []
Cup_v3_jpg.rf.17ef03fcbc6e960a28ee726d4a7f9db3.txt: []
Cup_v5_jpg.rf.79dd152c8c3dc8096f5a19f618577903.txt: []
Drinking_v11_frame135_jpg.rf.3f595d7eca3e5cb1ed89cd3634fc9e6e.txt: ['drinking']
Drinking_v11_frame150_jpg.rf.e2842024128c3b7300e6cb4b5a0476a1.txt: ['drinking']
Drinking_v12_frame1050_jpg.rf.82a03498aaa181b361934fa25bf113af.txt: []
Drinking_v12_frame1125_jpg.rf.0efa815aaa9a7fbae66e1ab1502c74c3.txt: []
Drinking_v12_frame630_jpg.rf.5699a312bd428ee5753b60aab22e9c1a.txt: []
Drinking_v12_frame990_jpg.rf.eb16f6ccdd05a8e1fd0171e6c7d84548.txt: []
Drinking_v1_frame405_jpg.rf.6fd4fbf2fd2b7ad18bb5abb7cb0cd7eb.txt: ['drinking']
Drinking_v3_frame150_jpg.rf.e74ede850026436a2855d788ad804a81.txt: ['drinking']
Drinking_v3_frame285_jpg.rf.29a22bb660a010355ab7b3bb6c5f5236.txt: ['drinking']
Drinking_v3_frame60_jpg.rf.a7c3e0d6fd74b11d61d3e5e425441ea3.txt: []
Drinking_v3_frame90_jpg.rf.d58ec673ec2f2bb4a4028d41be1732a2.txt: []
Drinking_v4_frame150_jpg.rf.412639796bbe61c605ea9acde00826cb.txt: ['drinking']
Drinking_v4_frame225_jpg.rf.4eb0eeae66e506b6d5a57cbfea1129d6.txt: ['drinking']
Drinking_v4_frame435_jpg.rf.99055a8066f1c173ee8fdb4053d517d0.txt: ['drinking']
Drinking_v4_frame450_jpg.rf.9d43ee283e8c6e9a6b78a5d658196eb8.txt: ['drinking']
Drinking_v4_frame480_jpg.rf.f0538d88be34e8aecb9505ecc8c7ba75.txt: ['drinking']
Drinking_v4_frame495_jpg.rf.025376d2fe0f079cf8895c75e5c29c5e.txt: []
Drinking_v5_frame105_jpg.rf.5d0312b8eed16335a07bbbc1ce525fcd.txt: []
Drinking_v5_frame135_jpg.rf.eb604337fb344a489df7edf5ec7f15c4.txt: []
Drinking_v5_frame165_jpg.rf.977013bf1f87a4ea8b401c2393e2dbd2.txt: []
Drinking_v5_frame180_jpg.rf.70633ff1d5f94b52c2a6b381b2765faf.txt: []
Drinking_v5_frame195_jpg.rf.83df391f4b08750e5221833ee5937b65.txt: []
Drinking_v5_frame210_jpg.rf.62452fa0a3aedcf30335e954e26af7aa.txt: []
Drinking_v5_frame300_jpg.rf.d467c8bde0ec91ebcbcd3617c24154bb.txt: []
Drinking_v5_frame360_jpg.rf.c69deb49b10db4cde3ad5edf8e43aa25.txt: []
Drinking_v5_frame45_jpg.rf.f2f62fafca1b5197e30bc5e70b78b6db.txt: ['drinking']
Drinking_v5_frame60_jpg.rf.b0faa939d96e7e19c09b61f718983507.txt: ['drinking']
Drinking_v6_frame105_jpg.rf.075fb4d5d93db504cdd3a08c4c5c69ba.txt: ['drinking']
Drinking_v6_frame45_jpg.rf.57b4608d4fee0f5518e3e229ed0741a4.txt: ['drinking']
Drinking_v6_frame60_jpg.rf.2017a28f9e426d08518777bd477b5a1b.txt: ['drinking']
Drinking_v6_frame75_jpg.rf.d3ab047cc2ee63d04954b8e17026871e.txt: ['drinking']
Drinking_v6_frame90_jpg.rf.1f69adcc6a4b07e7b994f2de9cb20896.txt: ['drinking']
Drinking_v7_frame105_jpg.rf.8a60a2653c0c230c5c9cd1146d3f8884.txt: []
Drinking_v7_frame255_jpg.rf.918b1adab1051f23753b3e4216ccd258.txt: ['drinking']
Drinking_v7_frame30_jpg.rf.2d5f0e14f81898b64c6e0123c1ed0b16.txt: []
Drinking_v7_frame600_jpg.rf.f996a098495db1739d547862555bbd5a.txt: ['drinking']
Drinking_v7_frame60_jpg.rf.b78f3b65dc240625ace52149500492e2.txt: ['drinking', 'drinking']
Drinking_v7_frame705_jpg.rf.78e4f646640678cb756beb047bd23fe3.txt: ['drinking']
Drinking_v8_frame15_jpg.rf.e3879bf0507c6a4655db4f7c892e76f8.txt: ['drinking', 'drinking']
Smoking_v10_frame150_jpg.rf.4faaf65bed1e27f2ead66f3f54c62257.txt: []
Smoking_v3_frame135_jpg.rf.6199136e69fb6088192fa21e7e2d8ed6.txt: []
Smoking_v4_frame1395_jpg.rf.7a3dd46d831a680757df56b708dc8435.txt: []
Smoking_v4_frame2430_jpg.rf.4387ea8aea9e978956a411772a470be5.txt: []
Smoking_v4_frame270_jpg.rf.14004fc4e45cc084ecde9de0f6cacd6c.txt: []
Smoking_v6_frame180_jpg.rf.58f9c544b46b989c6bb6f828c2a21208.txt: ['smoking']
Smoking_v6_frame210_jpg.rf.3d317f38d8e0fb3931cc56d9745845d4.txt: ['smoking']
Smoking_v8_frame1245_jpg.rf.4c61ee27b212cd94a234b58aca31ad32.txt: ['smoking']
Smoking_v8_frame570_jpg.rf.8db2d594f7b1c8d0299d45eba6bea047.txt: []
